title,vote_average,vote_count,release_date,runtime,adult,original_language,overview,popularity,tagline,genres,production_companies
The Lost World: Jurassic Park,6.527,7740,1997-05-23,129,False,en,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",2.257,Something has survived.,"Adventure, Action, Science Fiction","Universal Pictures, Amblin Entertainment, Digital Image Associates"
Transformers: Dark of the Moon,6.183,7736,2011-06-28,154,False,en,"The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.",10.499,The invasion we always feared. An enemy we never expected.,"Action, Science Fiction, Adventure","Paramount, di Bonaventura Pictures, Tom DeSanto/Don Murphy Production, Ian Bryce Productions"
War of the Worlds,6.496,7728,2005-06-28,117,False,en,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",40.932,They're already here.,"Adventure, Thriller, Science Fiction","Paramount, Amblin Entertainment, Cruise/Wagner Productions, DreamWorks Pictures"
Top Gun,7.0,7710,1986-05-16,110,False,en,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",50.029,Up there with the best of the best.,"Romance, Drama, Action","Paramount, Don Simpson/Jerry Bruckheimer Films"
Source Code,7.297,7694,2011-03-30,94,False,en,"When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.",31.922,Make Every Second Count,"Thriller, Science Fiction, Mystery","The Mark Gordon Company, Vendôme Pictures, Summit Entertainment, StudioCanal"
The Suicide Squad,7.557,7692,2021-07-28,132,False,en,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",63.194,They're dying to save the world.,"Action, Comedy, Adventure","DC Films, Atlas Entertainment, The Safran Company, Warner Bros. Pictures"
Ice Age: Dawn of the Dinosaurs,6.737,7680,2009-06-26,94,False,en,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",57.649,You Won't Believe Your Ice!,"Animation, Comedy, Family, Adventure","Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox"
Twelve Monkeys,7.6,7677,1995-12-29,129,False,en,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",33.942,The future is history.,"Science Fiction, Thriller, Mystery","Universal Pictures, Atlas Entertainment, Classico, Twelve Monkeys Productions"
The Jungle Book,6.86,7668,2016-04-07,106,False,en,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",33.274,The legend will never be the same.,"Family, Adventure, Drama, Fantasy","Walt Disney Pictures, Fairview Entertainment, Moving Picture Company"
The Secret Life of Pets,6.266,7664,2016-06-18,86,False,en,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",13.019,Think this is what they do all day?,"Adventure, Comedy, Animation, Family","Illumination, Universal Pictures"
Free Guy,7.55,7662,2021-08-11,115,False,en,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",62.599,Life's too short to be a background character.,"Comedy, Adventure, Science Fiction","Berlanti Productions, 21 Laps Entertainment, Maximum Effort, Lit Entertainment Group, 20th Century Studios"
12 Angry Men,8.54,7658,1957-04-10,97,False,en,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",51.201,Life is in their hands. Death is on their minds.,Drama,"United Artists, Orion-Nova Productions"
Indiana Jones and the Kingdom of the Crystal Skull,5.998,7629,2008-05-21,122,False,en,"Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.",47.907,The adventure continues . . .,"Adventure, Action","Paramount, Lucasfilm Ltd."
Luca,7.865,7625,2021-06-17,95,False,en,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,60.762,Prepare for an unforgettable trip.,"Animation, Comedy, Fantasy, Adventure, Family","Pixar, Walt Disney Pictures"
Ghost in the Shell,6.066,7581,2017-03-29,107,False,en,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",32.851,There's nothing sadder than a puppet without a ghost.,"Science Fiction, Drama, Action","Weying Galaxy Entertainment, Paramount, Shanghai Film Group, Reliance Entertainment, Grosvenor Park Productions, Steven Paul Production, Huahua Media, Seaside Entertainment, DreamWorks Pictures, Arad Productions"
Transformers: Age of Extinction,5.92,7581,2014-06-25,165,False,en,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",57.581,"This is not war, it's extinction.","Science Fiction, Action, Adventure","di Bonaventura Pictures, Tom DeSanto/Don Murphy Production, Ian Bryce Productions, Paramount"
Fast Five,7.251,7581,2011-04-20,130,False,en,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",8.589,Get the fifth gear.,"Action, Thriller, Crime","Original Film, Universal Pictures, One Race"
Real Steel,6.981,7571,2011-09-28,127,False,en,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",88.181,Courage is stronger than steel.,"Action, Science Fiction, Drama","Touchstone Pictures, ImageMovers, Angry Films, Kontsept Film Company, Revolution Sun Studios, DreamWorks Pictures, Reliance Entertainment, 21 Laps Entertainment"
Bad Boys for Life,7.139,7570,2020-01-15,124,False,en,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",46.619,Ride together. Die together.,"Thriller, Action, Crime","Columbia Pictures, 2.0 Entertainment, Don Simpson/Jerry Bruckheimer Films, Overbrook Entertainment"
Top Gun: Maverick,8.26,7546,2022-05-24,131,False,en,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",126.291,Feel the need... The need for speed.,"Action, Drama","Skydance, Don Simpson/Jerry Bruckheimer Films, Paramount"
Baywatch,6.092,7545,2017-05-25,116,False,en,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",45.123,"Don't worry, summer is coming","Comedy, Action, Crime","Uncharted, Paramount, Flynn Picture Company, Fremantle Productions, Seven Bucks Productions, Skydance, The Montecito Picture Company"
Sin City,7.4,7541,2005-04-01,124,False,en,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",42.369,Walk down the right back alley in Sin City and you can find anything...,"Thriller, Action, Crime","Dimension Films, Troublemaker Studios, Miramax"
The Help,8.202,7538,2011-08-09,146,False,en,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",52.139,Change begins with a whisper.,Drama,"1492 Pictures, Harbinger Pictures, Touchstone Pictures"
